-0.715	-5.69	0.206	-1.64	-2.2	0.0747	2
-0.716	-3.21	3.23	-2.18	-4.19	0.098	2
-1.9	-4.26	2.49	0.515	-3.09	0.416	2
-1.96	-2.03	1.38	0.75	-3.59	-0.376	2
-2.55	-5.22	2.84	-2.19	-4.74	-1.45	2
-1.16	-3.01	0.867	-2.05	-2.65	-2.26	2
-1.39	-3.54	2.34	-0.967	-1.31	-2.54	2
-3.04	-5.86	3.06	-1.29	-3.05	-0.0546	2
-1.1	-4.1	1.49	-0.895	-2.69	0.379	2
-0.592	-4.05	1.31	-0.4	-3.14	0.452	2
-1.04	-3.07	0.926	-0.689	-3.68	-0.0249	2
0.0947	-3.59	1.9	-0.399	-3.86	-0.766	2
-0.587	-2.68	2.58	0.175	-3.84	0.034	2
-1.83	-2.14	2.71	-2.71	-1.81	-0.617	2
-3.27	-3.08	1.84	-0.403	-3.6	-0.522	2
-2.05	-4.23	2.03	-0.219	-1.34	-0.916	2
-1.13	-2.86	0.734	-0.0181	-2.27	0.787	2
-0.6	-5.07	2.54	-1.46	-4.28	-0.259	2
-1.18	-4.44	1.55	-1.34	-1.12	-0.265	2
-0.581	-2.91	2.82	-0.691	-2.18	0.428	2
-0.595	-4.94	2.05	-0.837	-2.29	1.31	2
-1.8	-4.48	1.88	-0.739	-2.09	-1.58	2
-1.65	-3.61	1.19	-1.9	-4.01	-0.845	2
-3.1	-3.37	2.78	-0.707	-3.57	-0.717	2
-0.796	-1.37	2.78	-0.137	-2.01	-1.45	2
-1.08	-6.4	3.2	-1.93	-2.1	0.597	2
-1.5	-5.2	2.33	-0.217	-2.06	-0.614	2
-0.503	-3.45	1.98	-2.01	-1.21	-0.0688	2
4.39	4.83	0.0671	-5.47	2.21	4.81	3
6.03	3.72	-0.558	-5.32	0.884	2.89	3
4.65	3.95	-2.81	-6.66	1.68	3.95	3
5.24	4.29	-1.65	-5.45	3.55	3.95	3
4.77	4.39	-1.77	-5.64	2.44	1.87	3
5.77	4.84	-2.09	-6.39	3.2	1.85	3
5.47	2.88	-1.42	-7.67	1.49	4.29	3
3.72	4.4	-2.24	-7.03	1.78	4.21	3
5.7	4.17	-1.4	-6.8	2.11	4.14	3
6.63	3.1	-1.53	-4.94	2.91	4.31	3
4.59	5.35	1.05	-8.04	0.511	4.16	3
4.83	3.44	-0.283	-5.45	2.98	4.03	3
3.5	2.14	-2.76	-5.13	0.453	3.96	3
4.7	3.67	0.401	-5.61	1.64	3.29	3
5.24	3.11	-0.0316	-5.72	1.29	3.18	3
3.46	2.4	-0.368	-5.86	1.99	3.33	3
3.76	4.2	-0.779	-4.42	2.78	3.12	3
4.97	3.48	-2.7	-6.11	3.25	3.22	3
5.59	4.61	-2.17	-4.19	0.92	3.61	3
3.05	2.64	-0.341	-9.21	1.66	2.86	3
6.16	4.78	-2.14	-5.35	1.66	4.14	3
4.73	3.96	-1.24	-7.13	2.44	2.97	3
5.22	3.93	0.0349	-4.4	4.53	4.09	3
4.4	6.05	-1.6	-5.31	3.9	3.43	3
4.66	5.78	-1.15	-5.01	1.09	4.75	3
6.32	4.27	-1.05	-7.07	3.17	4.22	3
4.76	5.01	-0.196	-5.84	1.93	3.69	3
4.5	3.9	-1.25	-6.47	2.8	3.67	3
4.82	3.49	-0.343	-6.82	3.46	4.25	3
5.44	4.06	-0.25	-6.78	2.59	2.69	3
4.22	5.03	-0.564	-6.18	2.28	3.49	3
4.99	3.45	-1.1	-4.56	2.49	4.47	3
5.28	4.64	-0.211	-6.77	2.25	4.85	3
6.09	2.43	-0.716	-7.37	2.35	2.69	3
4.82	4.79	-0.265	-6.21	2.06	2.61	3
5.17	2.19	-0.919	-7.03	2.08	2.52	3
6.63	2.76	-1.57	-7.57	2.06	2.41	3
6.02	3.97	-1.06	-6.12	2.2	3.9	3
4.86	4.85	0.612	-5.39	1.1	2.56	3
7.05	5.32	-2.21	-8.3	2.31	1.98	3
3.8	4.35	-1.78	-6.05	3.19	3.08	3
4.99	2.7	-0.758	-4.55	1.46	4.2	3
3.82	3.48	-2.04	-5.85	3.12	3.1	3
5.8	0.84	-2.6	-6.56	2.67	4.42	3
3.29	4.01	-2.78	-6.46	2.06	1.45	3
5.1	4.39	-1.33	-4.6	1.96	4.67	3
5.13	5.35	-1.74	-5.27	1.37	3.85	3
4.11	5.83	-1.88	-6.51	2.09	3.08	3
3.81	3.05	-0.748	-5.69	3.01	3.71	3
6.38	4.27	-0.222	-6.49	2.47	3.78	3
5.09	5.14	0.457	-5.57	3.36	4.25	3
5.4	3.94	-0.366	-5.33	3.04	4.25	3
